1,0.9,0.95604,1,0.037746,0.1751,0.0053618,0.37008,0.07076,0.22017,0.18882,0.00495,0.08292,0.02151,0.12944,0.00016,0.02886,0.0339,0.09704,0.06378
1,0.9,0.54258,0.81527,0.0038494,0.30055,0.037717,0.059915,0.12636,0.17997,0.02679,0.28575,0.04512,0.17733,0.05236,0.07066,0.02718,0.05244,0.05592,0.02444
1,0.9,0.71567,0.47196,1,0.13665,0.4947,0.35209,0.15152,0.11826,0.10719,0.0084,0.0414,0.14541,0.13458,0.02734,0.1061,0.0449,0.01422,0.0931
1,0.9,0.88791,0.25054,0.96503,0.36875,0.04388,0.16915,0.2124,0.11355,0.11997,0.1485,0.14928,0.18828,0.05752,0.17356,0.10778,0.05144,0.05532,0.01226
1,0.9,0.23132,0.043362,0.713,0.1512,0.5,0.45387,0.29552,0.20868,0.05091,0.18243,0.15111,0.13386,0.14596,0.1927,0.12532,0.03012,0.09284,0.09006
1,0.9,0.30211,0.5264,0.26572,0.22855,0.15395,0.076237,0.23496,0.21411,0.03963,0.00465,0.08964,0.00399,0.1519,0.0414,0.0924,0.1201,0.00872,0.05492
1,0.9,0.40781,0.82163,0.76828,0.1538,0.063848,0.5,0.25272,0.26484,0.28458,0.012,0.2883,0.08559,0.04706,0.07726,0.18086,0.06254,0.09312,0.06795
1,0.9,1,0.1387,0.31448,0.26265,0.47128,0.28974,0.10696,0.05229,0.2745,0.1614,0.19257,0.20379,0.16114,0.18944,0.05742,0.09276,0.13378,0.07828
1,0.9,0.97828,0.63629,0.26198,0.45205,0.44349,0.013585,0.01196,0.13041,0.12114,0.21924,0.12807,0.17685,0.13778,0.14468,0.12566,0.15042,0.08362,0.07489
1,0.9,0.89717,0.15551,0.30518,0.3802,0.18285,0.096614,0.2266,0.0864,0.1485,0.29967,0.12102,0.09975,0.0937,0.17454,0.15936,0.07072,0.02716,0.09244
